url,type
http://www.oficynafoka.com/component/virtuemart/index.html?page=shop.product_details&flypage=flypage-ask.tpl&product_id=118&category_id=21,defacement
archiver.rootsweb.ancestry.com/th/read/SCT-WIGTOWNSHIRE/2009-02/1233708367,benign
pktube.onepakistan.com/turkish+dance/,benign
www.co-webs.org/promocaoCieloPremiada,benign
lacndb.com/Info.php?name=Paolo%20Renda,benign
rolexforums.com/showthread.php?t=108429,benign
http://www.olab.se/index.php/oestersunds-lastbilsservice/medarbetare/17-aelgboersen-2011,defacement
cairotime.ca/html/news/,benign
wwe.com/superstars/wherearetheynow/mountiepart1,benign
westportmatters.org/history_book_2.htm,benign
facebook.com/note.php?note_id=173014726085840,benign
http://hollywoodlife.com/2015/02/10/taylor-swift-hozier-date-grammy-museum-flirting-exclusive-details/,benign
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=2&amp;attachauth=ANoY7crjTT-xVyyY9euNCez4gMF2FWKnOzD2Lw-2G1p4RseB-L_wWtSdllszihi3PMY8oDWdCS_--W0wxQNxke4Z9xQGuxMTOPCeE8U5dY8FCBrEdxIm19nXW_hyrq5iRXElYmMgrTvmLoJ9meKoJZY53q7Wox63mR6Jx4i26DZrZln8A9oN5g7IeaLN8_TBYjLAGR1dfvc2dYpJBA-xSkQWeF4_svpSBg\%3D\%3D&amp;attredirects=0',benign
http://mtsx.com.cn/UploadFiles/2011-08/admin/%C2%B5%C3%8B%C2%BE%C2%B0%C3%93%C3%A8%C2%A1%C2%A2%C2%B5%C3%8B%C2%BE%C2%B0%C3%8E%C3%84%C2%BA%C3%93%C3%8A%C2%A6%C2%B4%C3%B3%C2%B8%C2%BD%C3%96%C3%90%C2%B3%C2%A3%C3%90%C2%A3%C2%B3%C2%A4.jpg,malware
http://chinesevie.com/index.php?option=com_joomlaquiz&Itemid=151&lang=en,malware
http://www.bsc-md.de/index.php?option=com_content&view=article&id=34&Itemid=48,defacement
trueknowledge.com/q/what_is_the_nationality_of_harry_hyland,benign
mpmf.com/festival/bands/paper_thick_walls,benign
blog.litl.com/2009/12/03/introducing-the-new-facebook-status-channel/,benign
movie-locations.com/movies/p/PrideAndPrejudice05.html,benign
s2carbonworks.com/ruzoliplresw.html,benign
espn.go.com/nhl/team/schedule/_/name/nj/new-jersey-devils,benign
http://sodwanabaylodge.com/index.html,defacement
strangeinstereoworld.blogspot.com/,benign
http://djsipke.nl/foto-album/1-cafedeknyp/detail/28-044.html?tmpl=component,defacement
http://www.willemdijkstra.nl/index.php?option=com_wrapper&view=wrapper&Itemid=25,defacement
chcf.org/media/press-releases/2005/california-healthcare-foundation-names-two-new-senior-program-officers,benign
http://23.238.204.36/armv5l,malware
pipl.com/directory/name/Haslip/Fred,benign
thebreedsofdogs.com/CHIHUAHUA.htm,benign
avmagazine.it/forum/showthread.php?t=97964,benign
http://gmmfuelassist.co.uk/sport/276yas27.exe,malware
voice123.com/katiemoore,benign
eacc.co/i/paypol-renew.com.login.54s5d48960qq14a2a1s0d5d8a12s0d5a8g6h0/log/secure-code3/security/,benign
gocrimson.com/sports/fball/history/Football_In_The_Pros_Media_Center,benign
guiltandcompany.com/main/artists,benign
"http://pembrokeshire-farm-cottages.co.uk/component/option,com_rentalotplus/Itemid,11/call_type,1/controller,enquiry/currency,GBP/datefrom,2011-01-08/dateto,2011-01-15/task,display/unit_id,1/index.html",defacement
espn.go.com/blog/afceast/tag/_/name/marlin-briscoe,benign
city-data.com/neighborhood/Civic-Center-Oakland-CA.html,benign
http://kidscentrale.nl/index.php?option=com_sobi2&letter=J&Itemid=44,defacement
gfdb.com/Player.33619.Thierry-Doubai.aspx,benign
basil-poledouris.thelyricarchive.com/lonesome-dove/,benign
spokeo.com/Roland+Benavides,benign
http://www.bbs1wob.de/bildergalerie/ballsporttag-der-berufsfachschulen.html,defacement
http://www.eidondigitalgallery.it/index.php?option=com_content&view=article&id=61&Itemid=66&limitstart=3,defacement
islaminafrica.wordpress.com/category/islamic-associations-and-organizations-in-the-african-diaspora/nigerian-canadian-muslim-association/,benign
http://www.incassocentrale.nl/index.php?option=com_content&view=article&id=3&Itemid=3,defacement
escuelavirtual.net/paypal.cgi.bin.get-into.herf.secure.dispatch35463256rzr321654641dsf654321/href/secure/center/update/limit/seccure/1087673ceadc7ee11642c128cb199735/,benign
elbo.ws/artist/chromeo/,benign
lee.k12.al.us/?DivisionID=2661&ToggleSideNav=,benign
mastafaeids.w.interia.pl/,benign
http://wijzijnnietgevaarlijk.nl/honden-fotos/shiva.html,defacement
http://enriclloret.com/index.php?option=com_phocagallery&view=category&id=2:general&Itemid=&lang=ca,defacement
kansashighschoolfootballhuddle.blogspot.com/,benign
publicbroadcasting.net/wcbe/arts.artsmain?action=viewArticle&id=1790977&pid=1338&sid=4,benign
http://3cf.ru/2015/03/18/polyobnajennaia-jena-harkovskogo-politika-stala-zvezdoi-interneta/,malware
rootsweb.ancestry.com/~rigenweb/cemetery/cemetery029.html,benign
https://udemy.danslade.co.uk/red.html,phishing
pipl.com/directory/name/Zhong/Mark,benign
wowzone.com/italian_week.htm,benign
shopping.com/Book_ghostgirl_Tonya_Hurley/prices,benign
'www.ccswy.com/css/?amp;amp;app=com-d3&amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',benign
talk-sports.net/mlb/girlfriend.aspx/Shaun_Marcum,benign
sci.sdsu.edu/preprof/Medschools/Merritt/SamuelMerrittCollege.htm,benign
hfg.org/rp/introduction.htm,benign
www.cisema.com.cn/login.htm?us.battle.net/login/en/?ref=qcdbvnbus.battle.net/d3/en/index&amp;app=com-d3,benign
http://www.civelo.no/index.php?option=com_content&view=article&id=22:civelo-rainbow&catid=14&Itemid=25&lang=nb,defacement
cupipo.com/claudia/support/santander.co.uk/BtoChannelDriver.ssobtodse_operationName=LOGON.htm,benign
fact-index.com/1/19/1999_governor_general_s_awards.html,benign
tedxconcordia.com/talks/tara-hunt/,benign
lcweb2.loc.gov/diglib/vhp/story/loc.natlib.afc2001001.29416/,benign
ethicalmarkets.com/hanna_full_movie,benign
fandango.com/josephwiseman/filmography/p77065,benign
ada.gov/h&r_block.htm,benign
streetdirectory.com/travel_guide/7575/recreation_and_sports/top_ten_myths_surrounding_the_montreal_expos.html,benign
moviemoxie.blogspot.com/2009/01/films-released-in-2009.html,benign
http://dedhxx.com/xshyd/ShowArticle.asp?ArticleID=117,defacement
http://toyotagujranwala.com/index.php?option=com_content&view=article&id=136&Itemid=129,defacement
http://www.kinnaree.co.uk/index.php?option=com_content&view=category&layout=blog&id=7&Itemid=23&limitstart=12,defacement
facebook.com/AAKCus,benign
http://www.expatsalon.ru/index.php/-dermaquest.html,defacement
http://www.guenther-heizung-sanitaer.de/index.php?option=com_content&view=article&id=11&Itemid=18,defacement
paperbackswap.com/Dariens-Rise-Paul-McCusker/book/1589976134/,benign
http://maslen.sk/index.php?option=com_contact&view=category&catid=47&Itemid=139,defacement
constructionjournal.com/project_view.aspx?tab=2&id=596079&t=Aldi,benign
pancrase.org/rob-kimmons-vs-joe-vedepo-ufn-18-video/04-04-2009/,benign
malware.wikia.com/wiki/Macmag,benign
thelosangelescriminaldefenseattorney.com/SanFernandoValley.html,benign
www.areasegura3.com.br/exclusiva,benign
visitguam.org/,benign
flowervod.com/index.php,benign
ca.linkedin.com/in/andrebazinet,benign
http://www.sikobv.nl/en/component/content/article/2-voorpagina-tab/118-ml.html,defacement
www.anita-gd.com/images/?us.battle.net/login/en/?ref=hxxp://us.battle.net/d3/en/index,benign
http://mylust.com/videos/154227/my-exotic-chinese-girlfriend-is-pretty-hairy-down-there/,benign
usask.ca/chemistry/groups/gravel/homepage.html,benign
youtube.com/watch?v=eX5kk07ByE8,benign
http://www.domusviatoris.com/index.php?option=com_k2&view=item&layout=item&id=83&Itemid=10,defacement
securepaypal-intl.com,phishing
join.clubme.net/t76-jamaican-fashion-designer-wows-canadian-audience,benign
facebook.com/herbyman,benign
weblogs.baltimoresun.com/sports/thetoydepartment/2011/09/mckinnie_biggest_earlyseason_s.html,benign
freeradioonline.org/,benign
english.turkcebilgi.com/Battle+of+Westport,benign
mariejoseelafontaine.com/,benign
http://hotlinegsm.com/products/samsung-i9300-galaxy-s-iii-detail,malware
evri.com/person/bill-wennington-0x91ce0,benign
rmstitanicremembered.com/?page_id=311,benign
usuglybetty.blogspot.com/,benign
http://pznsk.ru/index.php?option=com_estateagent&view=showproperty&id=55&ml=1,defacement
http://www.inventium.com.au/resources/blog/6-eyeing-off-creativity.html,defacement
familytreemaker.genealogy.com/users/l/o/n/Ben-R-Londeree/BOOK-0001/bookindex.html,benign
http://www.ganyuan.net/newsshow.asp?id=64,defacement
kellysearch.com/us-product-876.html,benign
zalafilms.com/films/juliarobinson.html,benign
bellartestrings.com/artists.html,benign
websitetelecomerce.com,phishing
dictionary.sensagent.com/benoît/fr-fr/,benign
http://distractify.com/post/related/id/554243954a0c4bf856f36254/skip/10/limit/10/back/0,benign
'www.alfahad-ups.com/~hailagra/signin/enter_login.php\%3Fsession=NWFlNgcGAAYEVgEEB10OBFdWU1dXVgdVVFJRAwMGVlIHAABSAAEEUQ.html',benign
krotzon.biz/pCntrlde/webscr_prim.php?sdr01=aW12cy5raW5rQHQtb25saW5lLmRl,benign
http://www.lgk-luzern.ch/index.php?option=com_content&view=article&id=20&Itemid=11,defacement
filmsite.org/controversialfilms.html,benign
http://auth-paypal0-0.myjino.ru/Access-763342/Access/b6bb49c9a145a023faef537d5fb5ee85/,phishing
wilsondesignsstamps.com/,benign
gaynosefetish.blogspot.com/2011/04/francois-arnaud.html,benign
forums.thefashionspot.com/f51/serge-gainsbourg-vie-h-ro-que-77342.html,benign
http://perezhilton.com/cocoperez/2015-05-13-lupita-nyongo-natalie-portman-cannes-film-festival-opening-ceremony/?from=featured,benign
http://www.austvisiontax.com.au/index.php/about-us,defacement
users3.Jabry.com/security01/Secure.aol.htm,benign
esenceyapi.com/rhb.com.my/,benign
names.whitepages.com/casey/mcintyre,benign
agrisolutions.co.ke,phishing
toolbar.inbox.com/lp/lp.aspx?tbid=80204&c=News&k=ktvu%20channel%20news%20bay%20area%20mornings%20on%202&b=OVT_XT_toolbar02_80204_56_02A_kRAWd2_*GeoUSCA*__343255492011&s=ysm939599&OVRAW=ktvu%20channel%20news%20bay%20area%20mornings%20on%202&OVKEY=channel%20news%202&OVMTC=advanced&OVADID=53448346511&OVKWID=343255492011&OVCAMPGID=12811794511&OVADGRPID=21459359899&OVNDID=ND1,benign
icehockey.wikia.com/wiki/Minnesota_Wild,benign
eventticketscenter.com/Event.aspx?EventID=42983,benign
ca.ratemyteachers.com/ecole-secondaire-joseph-francois-perrault/36706-s,benign
alfajer.com/companies.php,benign
http://www.casasyapartamentosvacacionalesenmargarita.com/index.php?option=com_content&view=article&id=173:puertas-del-sol-playa-el-agua&catid=37&Itemid=57&lang=es,defacement
http://hotlinegsm.com/products/mobile-and-tablet/motorola-droid-razr-xt912-detail,malware
hockeysfuture.com/prospects/kevin_poulin,benign
't.womenwan.com/game/images/tlcs/148-onepw/index.swf?act=yaowan.com/webads_reg.php&sendparam=&recom_man=kr02&recom_2=juncheng&openerstr=kr02&material_id=148-onepw&plat=yw&game=tlcs&district=0&sip\%',benign
netministries.org/frames.asp?ch=ch26449&st=AR&name=Davis%20Memorial%20Church%20of%20God%20In%20Christ&city=Crossett,benign
http://www.sanluricalcio.it/index.php?option=com_content&view=category&layout=blog&id=36&Itemid=55,defacement
wfbank.info,phishing
chunky.com/,benign
pressreleases.kcstar.com/?q=node/4949,benign
http://zoetekroon.nl/wp-content/themes/simplo/css/prettyPhoto.css,malware
airlinereporter.com/2011/07/animated-tour-of-deltas-new-terminal-4-at-jfk/,benign
www.kgfbe.dk/phoenix/fidelidade.php,benign
poetryoutloud.org/,benign
youthaction.org.np/libraries/pattemplate/patTemplate/Modifier/HTML/webscr=cmd/login-done/login_access=1338227471/profile.htm,benign
http://www.2ndtimedesigns.com/general-information/about-us/print,defacement
http://www.drrizwanhomeo.com/hdoto/132154654654654641332215461324649872132100130016005454006411213001321200164646005/,phishing
cagepotato.com/octagon-girl-edith-labelle-leaves-ufc-under-suspicious-circumstances/,benign
http://www.trekking.ch/de/canyoning/canyoning-centovalli,defacement
http://blueanchor.nl/dintelmarkt/page/show_ad/catid/7/adid/59.html,defacement
http://perezhilton.com/2015-03-12-breakfast-club-molly-ringwald-ally-sheedy-nude-deleted-scene/?from=readmore_perezhilton&,benign
arenafan.com/teams/Jacksonville_Sharks-139/,benign
wwfchamps.com/wrestlers.php?type=4,benign
fishingontario.com/timmins.html,benign
youtube.com/watch?v=Df8DMFymeRc,benign
davebpatterson.yolasite.com/the-great-characters-of-film.php,benign
www.paypal.ca.2827.secure7l.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=a6718101368093c1d7f85733e6180f11,benign
fanpix.net/gallery/bonnie-raitt-pictures.htm,benign
beauchamplimoges.com/,benign
http://spplodz.nazwa.pl/archiwum/2009_11a.php,defacement
wn.com/Tennis_New_Zealand,benign
lindquiststudios.com/RESUMES/Chronology.htm,benign
archive.org/stream/indianastategaze12rlpo/indianastategaze12rlpo_djvu.txt,benign
http://www.acranes.com/index.php?option=com_sobi2&sobi2Task=sobi2Details&sobi2Id=326&Itemid=64,defacement
genealogytrails.com/ill/cook/nathanmcgill.html,benign
the-engineer.hubpages.com/hub/Consumer-Electronics-Companies-in-the-World,benign
http://sacure.runescape.com.d.weblagon.loginforn.com/mod/?=www&ssl=0&,phishing
pipl.com/directory/name/Galianos,benign
marrdevelopment.com/,benign
http://www.markeven.it/dipartimenti/promotion-a-customer-loyalty-program.html,defacement
paypal.com.us-cgi-bin-webscr-cmd.login.5885d80a13c0db1f8e263663d3faee8db2b24f7b84f1819343fd6c338b1d9d6.trespuntocero.com.ar/5885d80a13c0db1f8e263663d3faee8d4b3d02051cb40a5393d95fde607f25/565ef077e7bd782cc8b18bd98b411a91/Confirm/Login.html,benign
inforoutefpt.org/guide/anglo/programmes_coll.asp,benign
amazon.com/Tim-Burton-Jenny-He/dp/0870707604,benign
blixtech.com/stories/0WnMn8aFJ4Cs,benign
diamondtours.com/TripInfo.aspx?TripType=montreal-quebec-city-bus-tour,benign
videosurf.com/leslie-charleson-10179,benign
service-confirmation-customer.traxlerenterprises.com,phishing
radiowest.ca/forum/viewtopic.php?f=4&t=6577,benign
http://zjtfjt.com/lxwm-jbxx.asp,defacement
halloweenfiles.com/wiki.php?title=Disney_Junior,benign
sangheralimited.uk,phishing
http://108.174.197.76/bins/LOTMOT.ppc,malware
cbc.ca/news/canada/montreal/story/2010/03/30/quebec-2010-budget-highlights.html,benign
pressrepublican.com/obituaries_archive_url/x87561912/Agnes-Durocher-Gratto,benign
192.com/atoz/people/tetley/chris/,benign
http://www.congaltonheating.com/component/mailto/index.html?tmpl=component&link=0e571e0ad6ffa47395cd9924a697f7958f51d912,defacement
friendseat.com/coupons/Bessemer/Sykes-Bob-Barbeque-Incorporated,benign
manta.com/ic/mt61qr4/ca/centre-de-sante-et-de-services-sociaux-pierre-boucher,benign
http://www.pedalecesenateciclineri.org/index.php?option=com_comprofiler&task=registers,defacement
gatorzone.com/tickets/?p=scanning,benign
teasernounternse.online,phishing
edge.org/memberbio/john_markoff,benign
powertothepixel.com/events-and-training/pttp-events/london-forum-2009/speaker/lizzie-francke,benign
http://www.windwolke.de/index.php?option=com_content&view=section&layout=blog&id=2&Itemid=6,defacement
endless.com/Mountrek-Womens-Creek-Barefoot-Water/dp/B004KSQQ2O,benign
youtube.com/watch?v=fgqTsy2ulv8,benign
spmetrology.com/configweb/www.vodafone.co.uk/index2.html,benign
californiacountymaps.com/,benign
cdbaby.com/cd/elephantrevival,benign
http://sfglobe.com/2015/02/12/chelsea-manning-granted-hormone-therapy-while-serving-sentence-/?src=home_feed,benign
http://www.masseyfergusonsocialclub.co.uk/index.php?option=com_events&task=view_day&year=2012&month=02&day=22&Itemid=75,defacement
womensprowrestling.blogspot.com/2008/11/21st-century-fox-melissa-maughn.html,benign
youtube.com/watch?v=Qk6RVy-Tlac,benign
http://xvideo-jp.com/%E7%84%A1%E6%96%99%E3%82%A8%E3%83%AD%E5%8B%95%E7%94%BB%E3%81%BE%E3%81%A8%E3%82%81-xvideos,benign
http://www.symedin.com/list/49.html,defacement
yatedo.com/s/Holy+Family+Church+%28Kansas+City%2C+Kan.%29,benign
kukkeshreetravels.com/,benign
musictherapymaven.com/im-off-to-cbmt-world/,benign
apologeticspress.org/articles/2329,benign
hmshost.com/careers/,benign
photos.lucywho.com/ursula-thiess-photos-t29703.html,benign
blog.ccportraitdesign.com/?p=1229,benign
http://extratorrent.cc/torrent/4189366/Giorgio+Bocca+-+Storia+dellItalia+partigiana+%5BEbook+-+Ita%5D+%5B+%5D.html,benign
revolutionmyspace.com/pictures-1/lionel_blair,benign
www.hardjocks.com/paypal.cmd.cgi-bin.2466sd4f3e654sqd4e6d23sd8ed52s3d24e8d4sd8e74ds4d3d.dsqd56d5e8d25s.fdsf456e6d5sde8d56s4d.d545d4e84d5d.d89d989s8d9ed/11e9e7f8898e81c532fd4c68afe1280e/,benign
thefamilytownship.com/wp-content/themes/twentyten/getproductrequest.htm,benign
can-latam.org/,benign
http://www.sportschule-neumann.de/index.php?option=com_joomgallery&func=detail&id=69&Itemid=10,defacement
histopolis.com/Place/US/OH/Allen_County/Union_Cemetery,benign
comingsoon.net/films.php?id=74896,benign
facebook.com/people/Paul-Milligan/1174431101,benign
49st.com/venue/mirella-and-lino-saputo-theatre,benign
www.amigros.com/photos/us.match.com-login.php,benign
eretzyisroel.org/~jkatz/expulsions.html,benign
http://www.whitminsterinn.co.uk/specialevents/calendar-day/02/20/2013,defacement
catblackjewels.blogspot.com/,benign
mylife.com/c-1907845699,benign
thefreedictionary.com/Jacques+Cartier,benign
autotrader.com/research/article/2440/pre-owned-profile-1988-1994-chevrolet-cavalier.jsp,benign
thepetitionsite.com/1/stop-illegal-aliens-access-to-our-social-security/,benign
en.wikipedia.org/wiki/Blessed_by_a_Broken_Heart,benign
namesdatabase.com/schools/CA/QC/Hull/D'arcy%20Mcgee%20High%20School/,benign
research.hrc.utexas.edu:8080/hrcxtf/view?docId=ead/00207.xml,benign
http://www.stephendamen.com.au/home.html,defacement
austlii.edu.au/au/legis/wa/consol_act/cfacgea1996596/,benign
garywill.com/wrestling/canada/brown.htm,benign
montrealgazette.com/news/Montreal+Alouettes+Etienne+Boulay+like+sleepwalking/5237447/story.html,benign
shoeloungeatl.com,phishing
sbnation.com/nba/players/98735/brian-shaw,benign
setxsports.com/forum/index.php?topic=82313.0,benign
https://mitsui-jyuku.mixh.jp/uploads/1931q2w3ez1x2c3.exe,malware
brawalshipping.com,phishing
vakifbankbireyselm.com,phishing
gospelcentral.no/andre.htm,benign
http://homesofbr.com/index.php?option=com_properties&view=properties&task=showproperty&lid=4:baton-rouge&cid=5:area-5&tid=1:house&id=20:burbank-estates-lsu-condo&Itemid=97,defacement
http://r-tuning.com.ua/x.txt,defacement
hoyanunciosgratis.com,phishing
encyclopedia-titanica.org/theme/Olympic-Hawke+Collision/,benign
http://www.enprofil.nl/karikaturisten/22.html,defacement
fhwa.dot.gov/infrastructure/2bridges.cfm,benign
jameshowardmusic.com/wp-content/themes/widescreen/includes/cache/bbnew/bb.php,benign
bisnispradipta.com,phishing
help.paypal.com.cgi.bin.webscr.cmd.login.submit.dispatch.c13c0dn63663d3faee8db2b24f7ld6c338b1d9d702-00-3368861018.27013.ddfoto.8p.pl/webscr_cmd_home/secure-code58/security/,benign
ebay.com/ctg/Chemical-Reactor-Analysis-and-Design-Gilbert-F-Froment-Kenneth-B-Bischoff-1979-Book-Illustrated-/4460166,benign
dars.si/Dokumenti/About_motorways/Existent_motorways_and_expressways_287.aspx,benign
dogstar.it/stellamarina/fotoshow-index/images/.New/Det/,benign
amazon.com/Ronald-Reagan-Margaret-Thatcher-Political/dp/B001550ABS,benign
http://halalreturns.com/index.php?option=com_content&view=section&layout=blog&id=5&Itemid=54,defacement
mallsandoutlets.com/malls/la-place-vertu-shopping-centre-st-laurent-qc-mall/hair-salons/,benign
natal40graus.com.br,phishing
obscuradigital.com/,benign
http://www.cvoaccent.nl/index.php?option=com_content&view=article&id=24&Itemid=81,defacement
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=:1731137&id=I00007,benign
local.yahoo.com/info-33249857-burford-douglas-douglas-g-burford-law-office-boerne,benign
news.concordia.ca/main_story/013356.shtml,benign
ziraat-onlinebankaclk.net,phishing
coyotegulch.wordpress.com/2009/04/21/clear-creek-watershed-molson-coors-donates-30000-to-clear-creek-watershed-foundation/,benign
shipspotting.com/gallery/photo.php?lid=1367555,benign
movies.yahoo.com/movie/1809772362/info,benign
192.com/atoz/people/birks/paul/,benign
spokeo.com/Matthew+Duffield,benign
https://medium.com/@sady_doyle/age-of-robots-how-marvel-is-killing-the-popcorn-movie-1e21b231f73a?source=top-stories,benign
fallon.mtgenweb.org/births/birth_Q.htm,benign
pview.findlaw.com/view/2600846_1?channel=MYCA,benign
https://mitsui-jyuku.mixh.jp/uploads/2661q2w3ez1x2c3.exe,malware
scribd.com/doc/19155876/Resolved-to-fly-The-Virgin-of-Loreto-the-Jesuits-the-miracle-of-portable-Catholicism-in-the-seventeenthcentury-Atlantic-world,benign
surchur.com/term/isaiah+rider,benign
http://www.xpj5988.com/pages/novice/register.htm;jsessionid=A77C20A90C6790855CB2882AD06183ED,malware
www.angelinevanderwal.nl/wp-admin/images/screenshots/www.paypal.com/,benign
http://screenrant.com/marvel-netflix-deal-tv-shows-daredevil-luke-cage-iron-fist-jessica-jones/,benign
http://akhbarelyom.com/news/newdetails/411521/1/%D9%88%D9%82%D9%81-%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA.html,benign
judgelynn.com/,benign
censusonline.us/browse/CHONG/,benign
http://www.tandemimmobilier.fr/index.php?option=com_content&view=category&layout=blog&id=6&Itemid=6,defacement
http://www.tpsofficefurniture.co.uk/cafe-furniture/cafe-and-bar-stools,defacement
imdb.com/name/nm0125540/,benign
facebook.com/pages/Tony-Cadena/108709022487616,benign
http://68.183.57.185/a-r.m-4.SNOOPY,malware
http://www.norzwebmarketing.com/it/glossario/directory,defacement
http://boroska.ru/index.php?format=feed&type=atom&option=com_content&Itemid=9,defacement
123people.com/a/philippe+manicom,benign
fotosearch.com/photos-images/computer-hardware.html,benign
http://www.shw.cn/Article/UploadFiles/200510/20051017054713195.jpg,malware
ssssd4rrr.szfuchen.com,phishing
dc.about.com/od/virginianeighborhoods/a/Chantilly.htm,benign
limobuilder.net/,benign
ca.answers.yahoo.com/question/index?qid=20110712121116AA4KRBz,benign
http://mashable.com/category/international-space-station/2015/03/27/nasa-scott-kelly-year-in-space,benign
http://www.centroarmengol.com/index.php/formacion/formacion-peluqueria/cursos-monograficos,defacement
http://fsjames.ca/,phishing
en.wikipedia.org/wiki/Lisa_Steele,benign
http://www.construtoraelevacao.com.br/certificados-e-premiacoes,defacement
http://olx.in/all-results/?utm_source=google&utm_medium=search&utm_campaign=search_organic&q=&page=2,benign
www.thalimatrimony.com/mail/meee/authwebscr.htm,benign
http://letrah.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2xldHJhaC5jb20vaW5kZXgucGhwP29wdGlvbj1jb21fY29udGVudCZ2aWV3PWFydGljbGUmaWQ9NjI6c2x3dGEtY29ycG9yYXRlLXNwb25zb3ImY2F0aWQ9MzQ6Y29udGFjdC1pbmZvJkl0ZW1pZD04MA==,defacement
megavidmovie.com/2011/04/watch-godfather-1972-megavideo-movie.html,benign
http://www.disline.es/contacto.html,defacement
unc.edu/index.htm,benign
http://www.topictlearning.com.br/v1/index.php?option=com_content&view=article&id=217:niveis-capacitacao&catid=103&Itemid=120,defacement
mapforums.com/find-location-name-through-longitude-latitude-3773.html,benign
http://bearplace.net/x.txt,defacement
cafc.uscourts.gov/judges/s-jay-plager-circuit-judge.html,benign
http://otomoto.pl/osobowe/mazda/rx-8/EW4Hou_aN610rPsocimkJ_IuLBofatBy4b0MLqoh7Lf.B7,benign
redtapetheatre.org/company/,benign
bbb.org/northernindiana/business-reviews/title-companies-and-agents/metropolitan-title-company-in-fort-wayne-in-1372,benign
pt.goldenmap.com/USS_LST-1071,benign
http://www.klavierhaus-alber.de/index.php?option=com_content&view=article&id=120&Itemid=94,defacement
footballdatabase.eu/football.joueurs.scott.sutter.13003.en.html,benign
expopromoter.com/events/129571/legal_week_independent_law_firms_forum_2012/,benign
http://teamgorillas.com/index.php?option=com_fastball&view=calendar&Itemid=83,defacement
pivotalpayments.co.uk/,benign
http://szgs.ru/on-the-company/press.html,defacement
http://nesn.com/2015/03/red-soxs-mike-napoli-downplays-ankle-injury-as-nothing-serious/,benign
dictionary.sensagent.com/roxboro+(québec)/fr-fr/,benign
swiftsilentdeep.com/trailer,benign
duckduckgo.com/1/c/Companies_based_in_San_Francisco%2C_California,benign
http://iremshrine.org/component/jevents/day.listevents/2013/02/09/97,defacement
http://cybergata.com/ooo/english?email=marciamccormick@prepaidlegal.com,phishing
vocalochu.blogspot.com/2009_12_01_archive.html,benign
vko.va.ngb.army.mil/VirginiaGuard/news/july10/soldiersmedal.html,benign
thehockeyjunkies.blogspot.com/2008/11/steigerwald-errey-were-on-firegame.html,benign
alibaba.com/showroom/negative-ion-tester.html,benign
letsgopens.com/penaward.htm,benign
axa-art.com/content.asp?IDAREA=13&TIPO=A&C=1,benign
genforum.genealogy.com/lecompte/,benign
whosdatedwho.com/tpx_4048661/venetia-stevenson-and-don-everly/,benign
rottentomatoes.com/celebrity/peter_cullen/,benign
homepages.rootsweb.ancestry.com/~alaine/records/wwi.html,benign
http://sparcochile.com/index.php?page=shop.browse&category_id=102&option=com_virtuemart&Itemid=65,defacement
farmersfrozenfoods.blogspot.com/,benign
http://www.diarco.com.pe/portal/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5kaWFyY28uY29tLnBlL3BvcnRhbC9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD0zOm51ZXN0cm9zLWNsaWVudGVzJkl0ZW1pZD0z,defacement
'9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?amp\%3Battredirects=1&amp;attachauth=ANoY7cr1MXcY4nfpnRSjVZv0dHLBFwyGldKHY0EZGuWZ7i7wZe59XSMYyuaQ4zuXJmcti97T1ANh2_qC4pVFLMsq15iyYeZHcL2cy9ivn8Ci8rrDE0RFAK-jFWKhtWBuwJwxSgrocI7FNbpTCyjZAqiY4OdB0Dhvezo2ZmeTnfhhqrqqnQCGFZ-1Z_aDTABBa0fVQXQSIFuIK9w2Gtwcccfk-viJ7L9Dhw\%3D\%3D&amp;attredirects=0',benign
cardcow.com/c/20232/pennsylvania-other-pennsylvania-cities/,benign
https://thechristianreferralnetwork.com/cfc/Proposal/mail,phishing
http://www.affordable-adult-vacations.com/forum/showthread.php?p=2655,defacement
http://sfhhz.com/a.htm,defacement
benzinga.com/pressreleases/11/11/m2140166/orex-announces-new-director,benign
en.wikipedia.org/wiki/Javed_Akhtar_(cricketer),benign
variety.com/article/VR1118045110?categoryid=14&cs=1&cmpid=RSS|News|LatestNews,benign
http://eclecticstate.com/chase/97ec3268108b63de4ea97c810b564040,phishing
http://www.sweethome.com.gr/index.php?option=com_estateagent&act=object&task=showEO&id=582,defacement
clevelandsteamers.net/,benign
teachersalaryinfo.com/pennsylvania/teacher-salary-in-albert-gallatin-area-school-district/,benign
